[S02DA03, antipyrine, The metabolism of Antipyrine can be decreased when combined with Efavirenz.]
[N05AA07, chlorproethazine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Chlorproethazine.]
[N06AF01, isocarboxazid, The risk or severity of adverse effects can be increased when Efavirenz is combined with Isocarboxazid.]
[P01AX06, atovaquone, The serum concentration of Atovaquone can be decreased when it is combined with Efavirenz.]
[N01AB06, isoflurane, The risk or severity of adverse effects can be increased when Efavirenz is combined with Isoflurane.]
[N04BX02, entacapone, The risk or severity of adverse effects can be increased when Entacapone is combined with Efavirenz.]
[J04AC01, isoniazid, The metabolism of Efavirenz can be decreased when combined with Isoniazid.]
[D10BA01, isotretinoin, The metabolism of Isotretinoin can be decreased when combined with Efavirenz.]
[P02CF01, ivermectin, The metabolism of Ivermectin can be decreased when combined with Efavirenz.]
[N06AX18, reboxetine, The metabolism of Reboxetine can be decreased when combined with Efavirenz.]
[H01AC01, somatropin, The metabolism of Efavirenz can be increased when combined with Somatotropin.]
[L04AC07, tocilizumab, The metabolism of Efavirenz can be increased when combined with Tocilizumab.]
[N01AX03, ketamine, The metabolism of Ketamine can be decreased when combined with Efavirenz.]
[C02KD01, ketanserin, The risk or severity of adverse effects can be increased when Efavirenz is combined with Ketanserin.]
[B01AC22, prasugrel, The metabolism of Prasugrel can be decreased when combined with Efavirenz.]
[J02AB02, ketoconazole, The metabolism of Ketoconazole can be decreased when combined with Efavirenz.]
[H02CA04, levoketoconazole, The metabolism of Levoketoconazole can be decreased when combined with Efavirenz.]
[N05AH03, olanzapine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Olanzapine.]
[M02AA10, ketoprofen, The metabolism of Ketoprofen can be increased when combined with Efavirenz.]
[V03AC03, deferasirox, The metabolism of Deferasirox can be increased when combined with Efavirenz.]
[L04AA24, abatacept, The metabolism of Efavirenz can be increased when combined with Abatacept.]
[R06AX25, mizolastine, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Mizolastine.]
[N04BC09, rotigotine, Efavirenz may increase the sedative activities of Rotigotine.]
[J01MB02, nalidixic acid, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Nalidixic acid.]
[C07AG01, labetalol, The metabolism of Labetalol can be increased when combined with Efavirenz.]
[N04BB01, amantadine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Amantadine.]
[J05AX09, maraviroc, The serum concentration of Maraviroc can be decreased when it is combined with Efavirenz.]
[N03AX18, lacosamide, The metabolism of Lacosamide can be decreased when combined with Efavirenz.]
[R05CB06, ambroxol, The metabolism of Ambroxol can be decreased when combined with Efavirenz.]
[G03AD01, levonorgestrel, The metabolism of Levonorgestrel can be decreased when combined with Efavirenz.]
[N04BA01, levodopa, The risk or severity of adverse effects can be increased when Efavirenz is combined with Levodopa.]
[S02DA01, lidocaine, The metabolism of Lidocaine can be decreased when combined with Efavirenz.]
[C08EX01, lidoflazine, The serum concentration of Lidoflazine can be decreased when it is combined with Efavirenz.]
[N06BA13, armodafinil, The metabolism of Efavirenz can be increased when combined with Armodafinil.]
[D06AX13, retapamulin, The metabolism of Retapamulin can be decreased when combined with Efavirenz.]
[N02CA07, lisuride, The serum concentration of Lisuride can be increased when it is combined with Efavirenz.]
[N06AA07, lofepramine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Lofepramine.]
[A07DA03, loperamide, The serum concentration of Loperamide can be decreased when it is combined with Efavirenz.]
[N05BA06, lorazepam, The metabolism of Lorazepam can be decreased when combined with Efavirenz.]
[C10AA02, lovastatin, The serum concentration of Lovastatin can be decreased when it is combined with Efavirenz.]
[N05AH01, loxapine, The risk or severity of adverse effects can be increased when Loxapine is combined with Efavirenz.]
[G03DC03, lynestrenol, The metabolism of Lynestrenol can be decreased when combined with Efavirenz.]
[L01EG01, temsirolimus, The metabolism of Temsirolimus can be decreased when combined with Efavirenz.]
[V04CC02, magnesium sulfate, The therapeutic efficacy of Efavirenz can be increased when used in combination with Magnesium sulfate.]
[L01EA03, nilotinib, The metabolism of Nilotinib can be decreased when combined with Efavirenz.]
[N06AA21, maprotiline, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Maprotiline.]
[A08AA05, mazindol, The risk or severity of adverse effects can be increased when Mazindol is combined with Efavirenz.]
[R06AE05, meclizine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Meclizine.]
[N05BA03, medazepam, The risk or severity of adverse effects can be increased when Efavirenz is combined with Medazepam.]
[G03DB03, medrogestone, The metabolism of Medrogestone can be decreased when combined with Efavirenz.]
[P01BC02, mefloquine, The metabolism of Mefloquine can be decreased when combined with Efavirenz.]
[N05CH01, melatonin, The risk or severity of adverse effects can be increased when Efavirenz is combined with Melatonin.]
[N06DX01, memantine, The metabolism of Efavirenz can be decreased when combined with Memantine.]
[N02AB02, meperidine, The metabolism of Meperidine can be decreased when combined with Efavirenz.]
[N03AB04, mephenytoin, The risk or severity of adverse effects can be increased when Mephenytoin is combined with Efavirenz.]
[N03AA01, mephobarbital, The risk or severity of adverse effects can be increased when Efavirenz is combined with Methylphenobarbital.]
[N01BB03, mepivacaine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Mepivacaine.]
[N05BC01, meprobamate, The risk or severity of adverse effects can be increased when Meprobamate is combined with Efavirenz.]
[N02AX05, meptazinol, The risk or severity of adverse effects can be increased when Efavirenz is combined with Meptazinol.]
[N05AC03, mesoridazine, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Mesoridazine.]
[N05AX13, paliperidone, The metabolism of Paliperidone can be decreased when combined with Efavirenz.]
[A04AA04, dolasetron, The metabolism of Dolasetron can be decreased when combined with Efavirenz.]
[N07BC02, methadone, The risk or severity of adverse effects can be increased when Methadone is combined with Efavirenz.]
[N06BA03, methamphetamine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Metamfetamine.]
[A03AB07, methantheline, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Methantheline.]
[R06AC05, methapyrilene, The risk or severity of adverse effects can be increased when Efavirenz is combined with Methapyrilene.]
[N05CM01, methaqualone, The metabolism of Methaqualone can be decreased when combined with Efavirenz.]
[N03AA30, metharbital, The risk or severity of adverse effects can be increased when Metharbital is combined with Efavirenz.]
[G02CB05, metergoline, The serum concentration of Metergoline can be increased when it is combined with Efavirenz.]
[H03BB02, methimazole, The metabolism of Efavirenz can be decreased when combined with Methimazole.]
[L01BA04, pemetrexed, The metabolism of Pemetrexed can be decreased when combined with Efavirenz.]
[M03BA03, methocarbamol, The risk or severity of adverse effects can be increased when Methocarbamol is combined with Efavirenz.]
[N05CA15, methohexital, The risk or severity of adverse effects can be increased when Methohexital is combined with Efavirenz.]
[N02BG08, ziconotide, The serum concentration of Ziconotide can be decreased when it is combined with Efavirenz.]
[L04AX03, methotrexate, The metabolism of Methotrexate can be decreased when combined with Efavirenz.]
[N05AA02, methotrimeprazine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Methotrimeprazine.]
[D05BA02, methoxsalen, The metabolism of Efavirenz can be decreased when combined with Methoxsalen.]
[N02BG09, methoxyflurane, The risk or severity of adverse effects can be increased when Efavirenz is combined with Methoxyflurane.]
[V04CG05, methylene blue, The risk or severity of adverse effects can be increased when Efavirenz is combined with Methylene blue.]
[G02AB01, methylergonovine, The serum concentration of Methylergometrine can be increased when it is combined with Efavirenz.]
[R03DA05, aminophylline, The metabolism of Aminophylline can be decreased when combined with Efavirenz.]
[H02AB04, methylprednisolone, The metabolism of Methylprednisolone can be decreased when combined with Efavirenz.]
[N03AF03, rufinamide, The risk or severity of adverse effects can be increased when Rufinamide is combined with Efavirenz.]
[G03EK01, methyltestosterone, The metabolism of Methyltestosterone can be decreased when combined with Efavirenz.]
[N05CE02, methyprylon, The risk or severity of adverse effects can be increased when Efavirenz is combined with Methyprylon.]
[N02CA04, methysergide, The serum concentration of Methysergide can be increased when it is combined with Efavirenz.]
[A03FA01, metoclopramide, The risk or severity of sedation can be increased when Metoclopramide is combined with Efavirenz.]
[P01AB01, metronidazole, The metabolism of Metronidazole can be increased when combined with Efavirenz.]
[C01BB02, mexiletine, The metabolism of Mexiletine can be decreased when combined with Efavirenz.]
[N06AX03, mianserin, The metabolism of Mianserin can be decreased when combined with Efavirenz.]
[S02AA13, miconazole, The metabolism of Efavirenz can be decreased when combined with Miconazole.]
[N02BB03, aminopyrine, The metabolism of Aminophenazone can be decreased when combined with Efavirenz.]
[N05CD08, midazolam, The serum concentration of Midazolam can be increased when it is combined with Efavirenz.]
[G03XB01, mifepristone, The metabolism of Mifepristone can be decreased when combined with Efavirenz.]
[C09CA03, valsartan, The metabolism of Valsartan can be decreased when combined with Efavirenz.]
[J01AA08, minocycline, Minocycline may increase the central nervous system depressant (CNS depressant) activities of Efavirenz.]
[D11AX01, minoxidil, The metabolism of Minoxidil can be increased when combined with Efavirenz.]
[L01XX23, mitotane, The metabolism of Efavirenz can be increased when combined with Mitotane.]
[N05AE02, molindone, The risk or severity of adverse effects can be increased when Efavirenz is combined with Molindone.]
[C01BD01, amiodarone, The serum concentration of Amiodarone can be decreased when it is combined with Efavirenz.]
[N06AA09, amitriptyline, The metabolism of Amitriptyline can be decreased when combined with Efavirenz.]
[N02AA01, morphine, The metabolism of Morphine can be decreased when combined with Efavirenz.]
[A04AA05, palonosetron, The metabolism of Palonosetron can be decreased when combined with Efavirenz.]
[L04AB05, certolizumab pegol, The metabolism of Efavirenz can be increased when combined with Certolizumab pegol.]
[B02BX05, eltrombopag, The metabolism of Eltrombopag can be increased when combined with Efavirenz.]
[L01EX03, pazopanib, The metabolism of Pazopanib can be decreased when combined with Efavirenz.]
[L04AA06, mycophenolic acid, The metabolism of Mycophenolic acid can be increased when combined with Efavirenz.]
[M03AC03, vecuronium, The risk or severity of adverse effects can be increased when Efavirenz is combined with Vecuronium.]
[N05CA02, amobarbital, The risk or severity of adverse effects can be increased when Efavirenz is combined with Amobarbital.]
[J05AJ01, raltegravir, The metabolism of Raltegravir can be increased when combined with Efavirenz.]
[P01BA06, amodiaquine, Efavirenz may increase the hepatotoxic activities of Amodiaquine.]
[G04CA04, silodosin, The metabolism of Silodosin can be decreased when combined with Efavirenz.]
[R03BB01, ipratropium bromide, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Ipratropium.]
[G03XC01, raloxifene, The metabolism of Efavirenz can be decreased when combined with Raloxifene.]
[N06AA17, amoxapine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Amoxapine.]
[N03AB05, fosphenytoin, The serum concentration of Efavirenz can be decreased when it is combined with Fosphenytoin.]
[L03AB08, interferon beta-1b, The metabolism of Efavirenz can be decreased when combined with Interferon beta-1b.]
[N04BC04, ropinirole, The risk or severity of adverse effects can be increased when Efavirenz is combined with Ropinirole.]
[J01CF06, nafcillin, The metabolism of Efavirenz can be increased when combined with Nafcillin.]
[C04AX21, nafronyl, The risk or severity of adverse effects can be increased when Efavirenz is combined with Naftidrofuryl.]
[N02AF02, nalbuphine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Nalbuphine.]
[V03AB15, naloxone, The metabolism of Efavirenz can be decreased when combined with Naloxone.]
[N07BB04, naltrexone, The metabolism of Naltrexone can be increased when combined with Efavirenz.]
[L04AC03, anakinra, The metabolism of Efavirenz can be increased when combined with Anakinra.]
[M02AA12, naproxen, The metabolism of Naproxen can be increased when combined with Efavirenz.]
[A10BG01, troglitazone, Troglitazone may decrease the excretion rate of Efavirenz which could result in a higher serum level.]
[N06AX21, duloxetine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Duloxetine.]
[N04BX01, tolcapone, The risk or severity of adverse effects can be increased when Tolcapone is combined with Efavirenz.]
[L01CD02, docetaxel, The metabolism of Docetaxel can be decreased when combined with Efavirenz.]
[L02BG04, letrozole, The metabolism of Letrozole can be decreased when combined with Efavirenz.]
[N01AH06, remifentanil, The risk or severity of adverse effects can be increased when Efavirenz is combined with Remifentanil.]
[A10BX02, repaglinide, The metabolism of Repaglinide can be decreased when combined with Efavirenz.]
[C01CX08, levosimendan, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Levosimendan.]
[N05AX14, iloperidone, The metabolism of Iloperidone can be decreased when combined with Efavirenz.]
[N06AX23, desvenlafaxine, The metabolism of Desvenlafaxine can be decreased when combined with Efavirenz.]
[C09CA07, telmisartan, Efavirenz may decrease the excretion rate of Telmisartan which could result in a higher serum level.]
[M04AA03, febuxostat, The metabolism of Febuxostat can be increased when combined with Efavirenz.]
[H05BX02, paricalcitol, The metabolism of Paricalcitol can be decreased when combined with Efavirenz.]
[N06AF02, nialamide, The risk or severity of adverse effects can be increased when Efavirenz is combined with Nialamide.]
[C08CA04, nicardipine, The serum concentration of Nicardipine can be decreased when it is combined with Efavirenz.]
[C04AE02, nicergoline, The serum concentration of Nicergoline can be increased when it is combined with Efavirenz.]
[P02DA01, niclosamide, The metabolism of Niclosamide can be decreased when combined with Efavirenz.]
[N07BA01, nicotine, The metabolism of Efavirenz can be decreased when combined with Nicotine.]
[C08CA05, nifedipine, The serum concentration of Nifedipine can be decreased when it is combined with Efavirenz.]
[C08CA06, nimodipine, The serum concentration of Nimodipine can be decreased when it is combined with Efavirenz.]
[C08CA07, nisoldipine, The serum concentration of Nisoldipine can be decreased when it is combined with Efavirenz.]
[N05CD02, nitrazepam, The metabolism of Nitrazepam can be decreased when combined with Efavirenz.]
[C08CA08, nitrendipine, The serum concentration of Nitrendipine can be decreased when it is combined with Efavirenz.]
[J01XE01, nitrofurantoin, Efavirenz may decrease the excretion rate of Nitrofurantoin which could result in a higher serum level.]
[N05CF03, zaleplon, The metabolism of Zaleplon can be decreased when combined with Efavirenz.]
[N04BC05, pramipexole, Efavirenz may increase the sedative activities of Pramipexole.]
[N01AX13, nitrous oxide, The risk or severity of adverse effects can be increased when Efavirenz is combined with Nitrous oxide.]
[N06AX04, nomifensine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Nomifensine.]
[C01CA03, norepinephrine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Norepinephrine.]
[G03DC02, norethindrone, The metabolism of Norethisterone can be decreased when combined with Efavirenz.]
[S01AE02, norfloxacin, The metabolism of Efavirenz can be decreased when combined with Norfloxacin.]
[G03AC07, norgestrienone, The metabolism of Norgestrienone can be increased when combined with Efavirenz.]
[C02KX01, bosentan, The metabolism of Bosentan can be decreased when combined with Efavirenz.]
[N06AA10, nortriptyline, The metabolism of Nortriptyline can be decreased when combined with Efavirenz.]
[L03AB07, interferon beta-1a, The metabolism of Efavirenz can be decreased when combined with Interferon beta-1a.]
[G02CA02, nylidrin, The serum concentration of Nylidrin can be decreased when it is combined with Efavirenz.]
[H01CB02, octreotide, The risk or severity of QTc prolongation can be increased when Octreotide is combined with Efavirenz.]
[S02AA16, ofloxacin, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Ofloxacin.]
[L04AC04, rilonacept, The metabolism of Efavirenz can be increased when combined with Rilonacept.]
[A02BC01, omeprazole, The metabolism of Omeprazole can be decreased when combined with Efavirenz.]
[N06AA05, opipramol, The risk or severity of adverse effects can be increased when Efavirenz is combined with Opipramol.]
[N02AA02, opium, The metabolism of Opium can be decreased when combined with Efavirenz.]
[G04CA02, tamsulosin, The metabolism of Tamsulosin can be decreased when combined with Efavirenz.]
[N05BA04, oxazepam, The risk or severity of adverse effects can be increased when Efavirenz is combined with Oxazepam.]
[J01MB05, oxolinic acid, The risk or severity of QTc prolongation can be increased when Oxolinic acid is combined with Efavirenz.]
[C07AA02, oxprenolol, The risk or severity of adverse effects can be increased when Efavirenz is combined with Oxprenolol.]
[N02AA05, oxycodone, The metabolism of Oxycodone can be decreased when combined with Efavirenz.]
[N02AA11, oxymorphone, The metabolism of Oxymorphone can be decreased when combined with Efavirenz.]
[N05AE01, oxypertine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Oxypertine.]
[A03AB03, oxyphenonium, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Oxyphenonium.]
[H01BB02, oxytocin, The risk or severity of QTc prolongation can be increased when Oxytocin is combined with Efavirenz.]
[N05AH05, asenapine, The metabolism of Asenapine can be decreased when combined with Efavirenz.]
[N02AX06, tapentadol, Tapentadol may increase the central nervous system depressant (CNS depressant) activities of Efavirenz.]
[M03AC01, pancuronium, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Pancuronium.]
[G03DB06, chlormadinone, The metabolism of Chlormadinone can be decreased when combined with Efavirenz.]
[G04BE02, papaverine, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Papaverine.]
[N05CC05, paraldehyde, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Paraldehyde.]
[H02AB05, paramethasone, The metabolism of Paramethasone can be decreased when combined with Efavirenz.]
[C02KC01, pargyline, The risk or severity of adverse effects can be increased when Efavirenz is combined with Pargyline.]
[J01MA03, pefloxacin, The metabolism of Efavirenz can be decreased when combined with Pefloxacin.]
[G04BD11, fesoterodine, The metabolism of Fesoterodine can be decreased when combined with Efavirenz.]
[C07AA23, penbutolol, The risk or severity of adverse effects can be increased when Efavirenz is combined with Penbutolol.]
[N05AG03, penfluridol, The serum concentration of Penfluridol can be decreased when it is combined with Efavirenz.]
[N02AD01, pentazocine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Pentazocine.]
[N05CA01, pentobarbital, The metabolism of Efavirenz can be increased when combined with Pentobarbital.]
[C04AD03, pentoxifylline, The metabolism of Pentoxifylline can be decreased when combined with Efavirenz.]
[N05AB10, perazine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Perazine.]
[N04BC02, pergolide, The serum concentration of Pergolide can be increased when it is combined with Efavirenz.]
[C08EX02, perhexiline, The serum concentration of Perhexiline can be decreased when it is combined with Efavirenz.]
[N05AB03, perphenazine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Perphenazine.]
[N02BE03, phenacetin, The metabolism of Phenacetin can be decreased when combined with Efavirenz.]
[N02AD02, phenazocine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Phenazocine.]
[N06AF03, phenelzine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Phenelzine.]
[A10BA01, phenformin, The risk or severity of adverse effects can be increased when Efavirenz is combined with Phenformin.]
[R06AB05, pheniramine, The risk or severity of QTc prolongation can be increased when Pheniramine is combined with Efavirenz.]
[N03AA02, phenobarbital, The metabolism of Phenobarbital can be decreased when combined with Efavirenz.]
[N01AH04, phenoperidine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Phenoperidine.]
[B01AA04, phenprocoumon, The metabolism of Phenprocoumon can be decreased when combined with Efavirenz.]
[A08AA01, phentermine, The metabolism of Phentermine can be decreased when combined with Efavirenz.]
[M02AA01, phenylbutazone, The metabolism of Phenylbutazone can be decreased when combined with Efavirenz.]
[S01GA05, phenylephrine, The metabolism of Efavirenz can be increased when combined with Phenylephrine.]
[A02BC06, dexlansoprazole, The metabolism of Dexlansoprazole can be decreased when combined with Efavirenz.]
[N03AB02, phenytoin, The serum concentration of Efavirenz can be decreased when it is combined with Phenytoin.]
[L04AB06, golimumab, The metabolism of Efavirenz can be increased when combined with Golimumab.]
[S01AE05, levofloxacin, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Levofloxacin.]
[L02BB03, bicalutamide, The metabolism of Bicalutamide can be decreased when combined with Efavirenz.]
[C08CX01, mibefradil, The serum concentration of Mibefradil can be decreased when it is combined with Efavirenz.]
[N05AG02, pimozide, The metabolism of Pimozide can be decreased when combined with Efavirenz.]
[C07AA03, pindolol, The risk or severity of adverse effects can be increased when Efavirenz is combined with Pindolol.]
[C10AA05, atorvastatin, The serum concentration of Atorvastatin can be decreased when it is combined with Efavirenz.]
[J05AE01, saquinavir, Saquinavir may increase the hepatotoxic activities of Efavirenz.]
[N05AC04, pipothiazine, The metabolism of Pipotiazine can be decreased when combined with Efavirenz.]
[A02BX03, pirenzepine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Pirenzepine.]
[N02AC03, pirinitramide, The risk or severity of adverse effects can be increased when Efavirenz is combined with Piritramide.]
[S01BC06, piroxicam, The metabolism of Piroxicam can be decreased when combined with Efavirenz.]
[J01MA11, grepafloxacin, The metabolism of Grepafloxacin can be decreased when combined with Efavirenz.]
[N02CX01, pizotyline, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Pizotifen.]
[J05AG02, delavirdine, The metabolism of Delavirdine can be decreased when combined with Efavirenz.]
[C09CA04, irbesartan, The metabolism of Irbesartan can be decreased when combined with Efavirenz.]
[N05CA22, proxibarbal, The risk or severity of adverse effects can be increased when Efavirenz is combined with Proxibarbal.]
[D05AX05, tazarotene, The metabolism of Tazarotene can be decreased when combined with Efavirenz.]
[A10BG02, rosiglitazone, The metabolism of Rosiglitazone can be decreased when combined with Efavirenz.]
[L02BG03, anastrozole, The metabolism of Anastrozole can be decreased when combined with Efavirenz.]
[A03AE01, alosetron, The metabolism of Alosetron can be decreased when combined with Efavirenz.]
[L04AC08, canakinumab, The metabolism of Efavirenz can be increased when combined with Canakinumab.]
[J05AE03, ritonavir, The risk or severity of adverse effects can be increased when Efavirenz is combined with Ritonavir.]
[A10BH03, saxagliptin, The metabolism of Saxagliptin can be decreased when combined with Efavirenz.]
[C10AA08, pitavastatin, The metabolism of Pitavastatin can be decreased when combined with Efavirenz.]
[C01BA08, prajmaline, The risk or severity of QTc prolongation can be increased when Prajmaline is combined with Efavirenz.]
[N05BA11, prazepam, The metabolism of Prazepam can be decreased when combined with Efavirenz.]
[P02BA01, praziquantel, The metabolism of Praziquantel can be decreased when combined with Efavirenz.]
[C02CA01, prazosin, The risk or severity of adverse effects can be increased when Efavirenz is combined with Prazosin.]
[S03BA02, prednisolone, The metabolism of Prednisolone can be decreased when combined with Efavirenz.]
[H02AB07, prednisone, The metabolism of Prednisone can be decreased when combined with Efavirenz.]
[R06AX05, antazoline, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Antazoline.]
[C01DX02, prenylamine, The serum concentration of Prenylamine can be decreased when it is combined with Efavirenz.]
[N01BB04, prilocaine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Prilocaine.]
[P01BA03, primaquine, The metabolism of Primaquine can be decreased when combined with Efavirenz.]
[N03AA03, primidone, The metabolism of Efavirenz can be increased when combined with Primidone.]
[C10AX02, probucol, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Probucol.]
[C01BA02, procainamide, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Procainamide.]
[S01HA05, procaine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Procaine.]
[L01XB01, procarbazine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Procarbazine.]
[C10AB05, fenofibrate, The metabolism of Fenofibrate can be decreased when combined with Efavirenz.]
[N05AB04, prochlorperazine, The metabolism of Prochlorperazine can be decreased when combined with Efavirenz.]
[N04AA04, procyclidine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Procyclidine.]
[G03DA04, progesterone, The metabolism of Progesterone can be decreased when combined with Efavirenz.]
[N05AA03, promazine, The metabolism of Promazine can be decreased when combined with Efavirenz.]
[G03DB07, promegestone, The metabolism of Promegestone can be decreased when combined with Efavirenz.]
[R06AD02, promethazine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Promethazine.]
[C01BC03, propafenone, The metabolism of Propafenone can be decreased when combined with Efavirenz.]
[N01AX04, propanidid, The risk or severity of adverse effects can be increased when Efavirenz is combined with Propanidid.]
[A03AB05, propantheline, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Propantheline.]
[N05AC01, periciazine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Periciazine.]
[N05CM06, propiomazine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Propiomazine.]
[L01XH02, romidepsin, The metabolism of Romidepsin can be decreased when combined with Efavirenz.]
[N01AX10, propofol, The metabolism of Propofol can be increased when combined with Efavirenz.]
[N02AC04, propoxyphene, The metabolism of Dextropropoxyphene can be decreased when combined with Efavirenz.]
[C07AA05, propranolol, The serum concentration of Propranolol can be decreased when it is combined with Efavirenz.]
[N02CC04, rizatriptan, The risk or severity of adverse effects can be increased when Efavirenz is combined with Rizatriptan.]
[R03DC03, montelukast, The metabolism of Montelukast can be decreased when combined with Efavirenz.]
[N06AA11, protriptyline, The risk or severity of adverse effects can be increased when Protriptyline is combined with Efavirenz.]
[N05AX12, aripiprazole, The metabolism of Aripiprazole can be decreased when combined with Efavirenz.]
[A03AB15, diphemanil, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Diphemanil.]
[A03AB09, isopropamide, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Isopropamide.]
[S01FA03, methscopolamine, Efavirenz may increase the central nervous system depressant (CNS depressant) activities of Methscopolamine.]
[N05CA07, talbutal, The risk or severity of adverse effects can be increased when Talbutal is combined with Efavirenz.]
[N05CA09, vinbarbital, The risk or severity of adverse effects can be increased when Efavirenz is combined with Vinbarbital.]
[N05BB02, captodiamine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Captodiame.]
[M03BA04, styramate, The risk or severity of adverse effects can be increased when Efavirenz is combined with Styramate.]
[P02CC01, pyrantel, The risk or severity of adverse effects can be increased when Efavirenz is combined with Pyrantel.]
[R06AC01, pyrilamine, The risk or severity of adverse effects can be increased when Efavirenz is combined with Mepyramine.]
[P01AX05, quinacrine, The metabolism of Quinacrine can be decreased when combined with Efavirenz.]
[C01BA01, quinidine, The metabolism of Quinidine can be decreased when combined with Efavirenz.]
[P01BC01, quinine, The metabolism of Quinine can be decreased when combined with Efavirenz.]
[A02BA02, ranitidine, The metabolism of Ranitidine can be decreased when combined with Efavirenz.]
[C02AA02, reserpine, Reserpine may decrease the excretion rate of Efavirenz which could result in a higher serum level.]
[J04AB02, rifampin, The metabolism of Efavirenz can be increased when combined with Rifampicin.]
[N06AX01, 5-hydroxytryptophan, The risk or severity of adverse effects can be increased when Efavirenz is combined with Oxitriptan.]
[J01FA06, roxithromycin, The metabolism of Roxithromycin can be decreased when combined with Efavirenz.]
[S01BC08, salicylic acid, The metabolism of Salicylic acid can be decreased when combined with Efavirenz.]
[S01FA02, scopolamine, The metabolism of Scopolamine can be decreased when combined with Efavirenz.]
[N05CA06, secobarbital, The risk or severity of adverse effects can be increased when Secobarbital is combined with Efavirenz.]
[N04BD01, selegiline, The metabolism of Selegiline can be decreased when combined with Efavirenz.]
[C07AA07, sotalol, The risk or severity of QTc prolongation can be increased when Efavirenz is combined with Sotalol.]
[L01CD04, cabazitaxel, The metabolism of Cabazitaxel can be decreased when combined with Efavirenz.]
[C03DA01, spironolactone, Spironolactone may decrease the excretion rate of Efavirenz which could result in a higher serum level.]
[L01FD03, ado-trastuzumab emtansine, The metabolism of Trastuzumab emtansine can be decreased when combined with Efavirenz.]
[N03AG01, valproic acid, The metabolism of Valproic acid can be increased when combined with Efavirenz.]
[D07AB02, hydrocortisone butyrate, The metabolism of Hydrocortisone butyrate can be decreased when combined with Efavirenz.]
[A05AA02, ursodiol, Ursodeoxycholic acid may decrease the excretion rate of Efavirenz which could result in a higher serum level.]
